"Kod";"Nazwa";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;ogółem;2021;[zł]";"rynek pierwotny;ogółem;2022;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;do 40 m2;2021;[zł]";"rynek pierwotny;do 40 m2;2022;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2021;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2022;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2021;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2022;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2021;[zł]";"rynek pierwotny;od 80,1 m2;2022;[zł]";"rynek wtórny;ogółem;2018;[zł]";"rynek wtórny;ogółem;2019;[zł]";"rynek wtórny;ogółem;2020;[zł]";"rynek wtórny;ogółem;2021;[zł]";"rynek wtórny;ogółem;2022;[zł]";"rynek wtórny;do 40 m2;2018;[zł]";"rynek wtórny;do 40 m2;2019;[zł]";"rynek wtórny;do 40 m2;2020;[zł]";"rynek wtórny;do 40 m2;2021;[zł]";"rynek wtórny;do 40 m2;2022;[zł]";"rynek wtórny;od 40,1 do 60 m2;2018;[zł]";"rynek wtórny;od 40,1 do 60 m2;2019;[zł]";"rynek wtórny;od 40,1 do 60 m2;2020;[zł]";"rynek wtórny;od 40,1 do 60 m2;2021;[zł]";"rynek wtórny;od 40,1 do 60 m2;2022;[zł]";"rynek wtórny;od 60,1 do 80 m2;2018;[zł]";"rynek wtórny;od 60,1 do 80 m2;2019;[zł]";"rynek wtórny;od 60,1 do 80 m2;2020;[zł]";"rynek wtórny;od 60,1 do 80 m2;2021;[zł]";"rynek wtórny;od 60,1 do 80 m2;2022;[zł]";"rynek wtórny;od 80,1 m2;2018;[zł]";"rynek wtórny;od 80,1 m2;2019;[zł]";"rynek wtórny;od 80,1 m2;2020;[zł]";"rynek wtórny;od 80,1 m2;2021;[zł]";"rynek wtórny;od 80,1 m2;2022;[zł]";
1424000;"Powiat pułtuski";178881;167519;191416;164900;;149476;121020;0;0;;163725;168360;177790;0;;229831;215167;235021;0;;0;0;0;0;;129186;155222;171945;187969;;84880;106497;129357;133474;;139074;170360;171015;187990;;167397;185806;187358;246949;;0;0;318333;234500;;
1425000;"Powiat radomski";147543;0;0;202463;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;91944;105562;134560;179322;;67390;74762;75867;129721;;95695;108625;133204;160049;;140800;150714;198500;244007;;0;0;268250;375000;;
1426000;"Powiat siedlecki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;226421;224825;361840;124232;;62000;0;0;82870;;88253;0;0;82667;;0;116967;0;177800;;463620;405400;532067;131667;;
1427000;"Powiat sierpecki";172617;156423;227568;0;;120529;110266;0;0;;164349;154126;212376;0;;222535;204876;275042;0;;0;0;0;0;;117850;147112;153237;174129;;78166;96923;87200;127375;;129065;145125;169101;158831;;147399;215111;176877;235686;;0;0;209797;263333;;
1428000;"Powiat sochaczewski";187870;240687;0;251033;;156683;0;0;208208;;0;204529;0;242926;;0;269667;0;298458;;0;0;0;0;;163735;172684;196262;224961;;127578;125340;149700;156002;;166954;187553;201702;241121;;209225;234736;279389;286985;;189000;0;226667;0;;
1429000;"Powiat sokołowski";160541;164359;234930;243545;;126667;109825;144314;160673;;158302;150260;219395;227474;;215752;200739;300694;317123;;0;235185;0;0;;132797;160761;177840;217578;;82881;98966;109208;135177;;147084;156776;182015;217706;;303750;209732;244133;277875;;0;0;0;0;;
1430000;"Powiat szydłowiecki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;116207;109608;120929;152622;;79036;78133;94000;104100;;117353;102250;137133;176200;;151700;186250;129667;161250;;0;0;0;0;;
1432000;"Powiat warszawski zachodni";377905;473485;482606;458507;;197169;186333;216320;249965;;269298;291199;291753;326914;;377349;392342;432261;433405;;542409;581405;612893;703991;;359082;379806;435767;439149;;173888;178978;211889;227326;;266724;286473;305779;341805;;375413;369018;443402;479412;;510135;523430;630458;807201;;
1433000;"Powiat węgrowski";0;180041;179342;0;;0;0;166124;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;126556;177374;162376;188354;;0;0;111014;139387;;0;163000;177751;200922;;153750;199943;221773;262189;;0;0;0;0;;
1434000;"Powiat wołomiński";342653;354702;404374;424428;;203744;182543;227235;235914;;265867;263934;300597;327150;;326367;338294;381027;393204;;414902;437868;483432;511546;;283757;303732;352100;398360;;197988;216369;226216;255898;;258414;286566;315008;356663;;348965;360729;432472;479248;;429924;442698;520793;563366;;
1435000;"Powiat wyszkowski";247552;209377;0;257230;;132886;158628;0;141964;;210879;203940;0;230282;;292277;295400;0;311626;;372725;0;0;667864;;207063;194744;229549;232408;;140606;140561;167083;174145;;194267;199590;228576;227116;;272000;249693;310775;293574;;312000;0;444000;0;;
1436000;"Powiat zwoleński";0;0;0;240000;;0;0;0;0;;0;0;0;0;;0;0;0;240000;;0;0;0;0;;111942;127100;119727;172565;;87000;96600;0;95000;;115916;151929;107000;169571;;0;120000;150500;209727;;0;0;0;0;;
1437000;"Powiat żuromiński";384142;303301;178969;143227;;0;0;107324;93121;;0;0;170377;0;;0;0;219311;0;;0;0;283301;0;;124548;163111;169277;169769;;79034;90625;105500;126286;;120215;130313;164346;147357;;149399;200333;179600;207500;;0;310000;356667;376667;;
1438000;"Powiat żyrardowski";261813;246268;288260;258694;;157485;149750;164690;192869;;243587;232731;232730;236963;;308578;308148;349562;302111;;431774;506914;456564;436223;;139972;165178;180379;216865;;98157;109930;133181;159646;;147353;177944;210632;244373;;207237;223716;268125;297202;;0;378938;339333;311750;;
1461000;"Powiat m. Ostrołęka";191015;186455;237724;246697;;0;127587;146643;157052;;177797;177965;214220;234954;;232671;239423;278986;291865;;0;0;430998;0;;142262;165264;194114;227592;;101509;109476;143051;162616;;141019;171968;199019;229368;;217379;241000;266285;352935;;277357;287063;0;0;;
1462000;"Powiat m. Płock";211212;231337;245661;238608;;139158;144008;140893;153127;;207237;224130;231539;238101;;298708;319889;307361;332102;;395171;370138;388198;458947;;163283;180860;201604;225920;;108121;122561;138798;153365;;166021;184563;203637;240448;;245999;254401;273075;321170;;343587;361708;412905;452616;;
1463000;"Powiat m. Radom";220740;263426;266014;300002;;135871;145744;161818;169891;;201688;221798;235409;251830;;280949;320360;321033;365400;;411129;420511;415545;479216;;153143;182476;215270;247015;;102075;119684;136192;163812;;160445;185865;211465;253189;;205358;248069;320946;355292;;230000;341915;373474;403070;;
1464000;"Powiat m. Siedlce";228588;242419;268580;306958;;152823;175622;186362;207311;;214289;241360;253236;288986;;282922;302803;333033;388294;;343555;389434;449601;488311;;195025;220749;260311;302217;;120964;141488;182207;206778;;195885;228564;262093;292809;;265150;307441;340927;409486;;359278;369119;343235;447343;;
1465000;"Powiat m. st. Warszawa";512957;501284;532095;644210;;278001;279929;305320;364848;;394180;403091;438919;510065;;558882;564283;604138;647178;;1085768;941816;1030094;1204335;;491003;529921;583621;639180;;293079;326698;359021;389029;;415701;461777;509382;552195;;572589;628144;709633;791970;;1060707;1049453;1222384;1382512;;
1600000;"OPOLSKIE";241501;277940;284042;299514;;157832;159855;180860;170739;;208634;244166;253469;266001;;300271;320778;346018;349796;;362424;397586;445838;474291;;149832;163246;178563;203806;;101391;114968;119865;136793;;144294;153384;169698;191797;;186675;202821;224712;252861;;223323;234179;261802;298033;;
1601000;"Powiat brzeski";187947;212944;202959;207101;;115390;113408;133503;143052;;177415;178220;196328;213282;;254222;257563;279156;258263;;0;0;346301;0;;128659;142028;166233;185735;;77624;84172;94602;113610;;125763;131330;157604;179971;;163824;186387;214416;219054;;192467;200713;224133;263165;;
1602000;"Powiat głubczycki";0;0;209033;0;;0;0;139223;0;;0;0;199632;0;;0;0;262711;0;;0;0;0;0;;83856;97508;129169;117376;;45380;64038;68781;63261;;76564;81726;118266;106658;;113389;131625;171321;152624;;146250;159286;189941;195099;;
1603000;"Powiat kędzierzyńsko-kozielski";171925;250667;161300;142600;;0;0;100500;124375;;184043;0;0;154750;;0;0;0;0;;0;0;0;0;;110938;121803;130013;151612;;67509;82003;87933;109917;;108417;123337;127462;150155;;156308;162230;177047;209125;;181855;165653;211080;219504;;
1604000;"Powiat kluczborski";217962;259797;248194;280495;;103151;0;0;0;;193686;218358;197069;217500;;268145;258553;288123;305188;;320986;309101;367092;373240;;116842;135570;138401;157901;;64118;80817;89169;93564;;115109;118115;132144;139423;;148380;164984;171524;192333;;159417;212750;208905;249109;;
1605000;"Powiat krapkowicki";205918;251500;0;312000;;0;0;0;0;;200747;0;0;0;;0;242333;0;329060;;0;0;0;0;;129866;122137;146994;154860;;87883;73443;76302;100793;;124479;125179;133137;158157;;178167;179700;216487;207137;;206022;187800;275500;215600;;
1606000;"Powiat namysłowski";189283;194399;212234;223196;;125600;0;151723;153829;;176849;177381;196590;205871;;233157;254616;251948;261925;;311667;0;329000;341505;;132555;131744;152085;177291;;86620;92863;88906;122474;;120767;115675;155146;160288;;172513;165390;178154;212038;;154727;152200;173000;237900;;
1607000;"Powiat nyski";206513;157556;218862;170313;;0;120000;165987;112939;;170816;0;212181;205202;;0;0;282963;261964;;0;0;0;0;;126562;133491;144068;176931;;92307;93921;106810;130280;;119513;130818;140369;168666;;156658;146576;166854;198465;;173154;198444;210979;251804;;
1608000;"Powiat oleski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;118979;115027;131215;172179;;87167;81632;92525;108971;;123556;121291;133652;154872;;161900;149000;155150;249343;;0;188250;0;0;;
1609000;"Powiat opolski";233586;282654;253233;288130;;0;0;0;0;;228567;227330;216728;192625;;0;322259;0;288500;;0;370613;0;393000;;132705;142850;144171;184241;;83281;90111;82502;104278;;122841;138853;148509;161529;;155633;170793;175265;224903;;215939;191563;173857;336990;;
1610000;"Powiat prudnicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;84125;94116;111932;121925;;51815;57833;63105;66984;;82154;87296;111553;111725;;105014;116921;115260;151609;;130428;135825;171762;190652;;
1611000;"Powiat strzelecki";0;138780;0;148367;;0;0;0;117000;;0;0;0;160446;;0;0;0;0;;0;0;0;0;;122410;126140;158191;172853;;84042;79209;98333;115708;;116712;114663;142186;164817;;159396;147287;189474;205761;;175351;253417;288429;255167;;
1661000;"Powiat m. Opole";264159;303018;313294;350246;;174255;176291;195617;212496;;229015;270294;284866;309148;;314781;347515;365604;387684;;371345;419878;470163;496954;;232918;256208;280315;312933;;164822;185269;193327;213248;;225666;245190;266360;297737;;283897;316326;351236;378002;;364346;367838;445317;473516;;
1800000;"PODKARPACKIE";243375;261943;276966;328869;;172529;190707;199234;228301;;231314;251650;270199;306703;;289253;318807;336701;386871;;411190;420589;397594;515658;;177656;200798;232388;251691;;126083;141161;165399;182655;;176468;206730;230449;250246;;227221;249235;289668;313964;;291699;264874;330780;361353;;
1801000;"Powiat bieszczadzki";0;0;0;230818;;0;0;0;147912;;0;0;0;209288;;0;0;0;285315;;0;0;0;336099;;106984;112583;143980;185717;;71044;80458;98852;129011;;115560;123182;158336;204576;;129083;145982;167537;232910;;0;115000;0;0;;
1802000;"Powiat brzozowski";0;148902;160063;189851;;0;0;0;0;;0;137089;149155;169831;;0;193790;0;206633;;0;0;0;0;;127374;119896;177760;173416;;75125;65625;0;142750;;134727;153385;144600;150072;;158729;0;220091;203877;;0;0;0;0;;
1803000;"Powiat dębicki";229080;213408;205530;246180;;139758;131970;126027;181510;;221061;207148;229023;250601;;293672;287030;248887;316021;;0;0;0;384123;;148254;180073;213206;232695;;103088;116704;149051;162201;;148853;182316;191969;221182;;218962;254654;265761;288393;;238167;273409;339517;309657;;
1804000;"Powiat jarosławski";216755;211390;220899;233301;;137920;112180;0;161261;;195020;199673;205071;239835;;231162;288957;274690;280327;;341928;256608;0;367602;;136507;145931;179460;206329;;99202;99223;109133;137861;;126467;157059;181478;198452;;165075;178032;224593;282956;;254333;197373;245386;237788;;
1805000;"Powiat jasielski";194919;0;0;245596;;0;0;0;0;;0;0;0;223750;;0;0;0;0;;0;0;0;0;;120987;137457;141572;163360;;84159;93000;108268;118379;;133472;141919;147534;180389;;157102;153697;135500;234933;;0;145013;219505;160000;;
1806000;"Powiat kolbuszowski";204311;259011;260875;306792;;120716;0;0;0;;201599;158967;241167;0;;236942;254313;0;318971;;0;304571;0;0;;134633;156508;180833;193000;;68375;0;111250;153500;;148280;112296;198800;240400;;190656;143036;243667;0;;0;238675;0;0;;
1807000;"Powiat krośnieński";158458;194667;0;158433;;131011;0;0;158433;;195053;0;0;0;;0;0;0;0;;0;0;0;0;;98281;112462;119285;185095;;98020;96077;87129;100667;;94944;124286;126143;214167;;108723;0;173000;161204;;0;126262;103500;0;;
1808000;"Powiat leżajski";0;0;0;120234;;0;0;0;94935;;0;0;0;119389;;0;0;0;0;;0;0;0;0;;95047;105774;117429;149261;;61205;81789;78545;98566;;99534;106225;122833;169532;;143400;134250;161250;190400;;0;0;0;0;;
1809000;"Powiat lubaczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;113742;113654;115488;132752;;68225;85375;91500;102114;;115623;111475;113000;118913;;144700;138182;158286;156733;;0;0;0;170000;;
1810000;"Powiat łańcucki";225451;246810;251734;219068;;158500;146440;156278;173112;;220207;250390;245873;237385;;271000;297890;298322;264349;;0;0;0;0;;184177;157288;210748;205902;;129250;106744;183500;169597;;186929;177505;214072;228614;;208500;196666;243374;268000;;213200;196254;0;183000;;
1811000;"Powiat mielecki";285541;297063;299993;299485;;0;0;0;0;;0;292130;292968;243375;;285541;299131;299831;322763;;0;0;331250;377914;;172030;203833;239379;259274;;122525;144791;159696;171675;;178038;204618;229745;251452;;215539;241869;305048;319575;;295807;245144;321628;394933;;
1812000;"Powiat niżański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;134693;148550;147114;184766;;90224;84250;111500;122667;;135254;143900;146500;197136;;175571;199167;168429;220000;;0;0;0;0;;
1813000;"Powiat przemyski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;127940;154673;137245;154102;;86832;129213;120100;72625;;138340;152666;134440;157611;;166833;174197;165114;187279;;0;203733;113333;132670;;
1814000;"Powiat przeworski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;133873;162587;157094;154409;;98692;87632;129286;91629;;126389;146333;142385;143988;;177818;212598;204100;218872;;0;152395;0;0;;
1815000;"Powiat ropczycko-sędziszowski";209459;224780;235110;260492;;160045;0;0;181256;;200691;212821;221633;254168;;254804;289363;278393;351707;;0;0;0;0;;146310;160837;221418;225255;;111429;103364;139000;151917;;150833;167235;186147;203063;;188750;205358;245821;269370;;0;0;0;0;;
1816000;"Powiat rzeszowski";222006;226827;235262;305762;;146549;166606;172535;0;;204939;228959;239305;272761;;278027;296787;286773;315831;;401763;342121;352298;418952;;204946;241478;261004;292089;;158506;151169;215219;198457;;209263;241562;221449;294849;;233708;276258;318177;333508;;231429;231250;332083;502791;;
1817000;"Powiat sanocki";177810;253021;0;0;;0;191529;0;0;;0;239676;0;0;;0;284828;0;0;;0;295730;0;0;;146171;139897;174426;208582;;81521;100646;117284;158070;;154006;127796;186894;200556;;216178;192861;196083;276205;;192623;293877;247093;204764;;
1818000;"Powiat stalowowolski";233797;0;0;0;;127059;0;0;0;;0;0;0;0;;269377;0;0;0;;0;0;0;0;;151415;169843;210950;212525;;108402;116375;141121;148063;;149149;178258;213908;219883;;205811;221493;270941;292667;;281375;266686;429333;430000;;
1819000;"Powiat strzyżowski";174536;0;0;227906;;0;0;0;146046;;159684;0;0;229487;;235775;0;0;289283;;0;0;0;0;;151416;133863;173294;194408;;85436;122883;139667;133333;;166685;131813;191667;233143;;156000;0;191600;205589;;0;0;0;0;;
1820000;"Powiat tarnobrzeski";214143;222030;277695;313792;;0;0;0;0;;170210;184370;196728;239622;;237239;243464;272961;0;;0;285000;389553;342225;;116095;141037;145693;160605;;83446;87732;97462;103952;;115770;138545;142627;176212;;152382;171711;210809;244444;;0;294500;0;0;;
1821000;"Powiat leski";0;217604;213310;0;;0;137739;0;0;;0;196872;0;0;;0;263046;229080;0;;0;291729;0;0;;126350;135375;159376;144391;;0;101600;92229;106400;;122271;166083;155158;191188;;117000;0;200758;131875;;0;0;0;0;;
1861000;"Powiat m. Krosno";205867;217955;244206;297142;;0;153789;148000;284110;;189562;205497;230273;301238;;0;270542;268061;310916;;0;0;0;0;;143059;156343;177677;206443;;86545;102809;127787;147854;;146728;166372;185880;211489;;199526;198468;230700;269974;;233833;184968;277600;240500;;
1862000;"Powiat m. Przemyśl";231970;259937;233629;255343;;151485;159883;134414;173297;;206803;227703;222286;233355;;315825;323203;290296;299504;;0;381780;433909;350399;;130025;137716;154749;180689;;83825;90626;97216;120176;;130652;145713;156286;185676;;171449;181825;206745;236089;;197630;191412;217667;234206;;
1863000;"Powiat m. Rzeszów";253896;272007;288736;356026;;180073;198191;207465;243855;;246000;263054;284994;334999;;305169;331625;353460;415885;;433628;452885;409302;549993;;235769;261329;291938;321453;;178037;195264;214854;241598;;227780;261013;288036;315673;;290660;326358;363912;397758;;427904;404049;419406;485557;;
1864000;"Powiat m. Tarnobrzeg";212696;208725;0;296180;;0;138712;0;0;;168308;167344;0;253696;;236970;238553;0;331022;;0;0;0;384540;;132132;156589;169620;192720;;98119;103831;128560;140767;;134782;151523;168798;183341;;168429;180702;215588;243999;;0;245019;0;314000;;
2000000;"PODLASKIE";235950;259253;275056;305244;;159764;180263;195378;211339;;223790;247818;260925;288153;;282643;314712;331562;366545;;418389;437364;436470;505419;;196998;220256;256366;289950;;140490;156521;184484;207625;;198183;220756;259511;286909;;244799;278713;319054;366588;;363576;398588;434928;492766;;
2001000;"Powiat augustowski";285150;254576;0;285568;;0;173501;0;161616;;0;249403;0;254828;;304350;286211;0;317031;;0;346596;0;379577;;178468;199906;263786;301494;;118516;151737;179844;190299;;185538;186960;224379;283547;;208691;255867;344043;409806;;211833;0;334889;350000;;
2002000;"Powiat białostocki";219875;220206;249536;279846;;124609;115641;142654;177294;;203934;208511;223154;251546;;264180;291050;283019;308560;;350977;310210;304088;376560;;151381;159790;198216;243650;;94683;102886;120247;160053;;164794;167195;219750;238934;;211291;216796;259488;288769;;329250;0;349725;401108;;
2003000;"Powiat bielski";235119;218970;228008;242663;;0;0;144421;0;;222859;218919;228480;0;;266242;276449;282710;268791;;0;0;0;0;;127793;145115;174265;188601;;93000;115455;126857;131667;;128344;156577;185554;168833;;0;166500;209250;256488;;0;0;0;0;;
2004000;"Powiat grajewski";176835;196254;225212;294358;;105658;0;0;0;;160828;184858;193818;0;;203382;223068;250868;305905;;262880;0;287947;0;;126259;137511;172449;184514;;81268;89265;89077;110141;;127942;142246;169647;188194;;145600;168733;211981;259283;;265000;0;338750;218366;;
2005000;"Powiat hajnowski";0;317001;343591;0;;0;268587;256509;0;;0;318409;352612;0;;0;0;441424;0;;0;0;0;0;;96628;106983;108285;141396;;72202;82184;87000;107770;;96854;110000;112781;153187;;135078;123463;140667;167245;;0;0;0;0;;
2006000;"Powiat kolneński";177547;200496;276066;217055;;0;140694;0;0;;168769;180812;0;211007;;0;239035;0;0;;0;0;0;0;;114758;143676;145805;171959;;63750;74083;71430;95222;;117619;137385;142570;154067;;179200;236305;180917;240138;;0;0;265915;343535;;
2007000;"Powiat łomżyński";0;0;260206;310426;;0;0;0;0;;0;0;0;0;;0;0;249833;0;;0;0;278361;310426;;86093;122010;195175;182096;;35333;44167;0;0;;102000;118750;123750;128429;;0;0;0;0;;0;0;277363;337838;;
2008000;"Powiat moniecki";0;215489;215848;202506;;0;161526;140950;145651;;0;0;207955;226275;;0;241186;278226;0;;0;0;0;0;;123857;116019;135750;209500;;56515;101250;0;0;;155600;113455;129500;202750;;114244;130567;137200;0;;0;0;0;0;;
2009000;"Powiat sejneński";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;122333;156179;122200;150800;;0;132795;116750;164250;;101750;156041;135000;114656;;160333;182453;0;187468;;0;0;0;0;;
2010000;"Powiat siemiatycki";202047;0;0;212604;;112667;0;0;145945;;178000;0;0;212573;;231506;0;0;288859;;0;0;0;0;;135921;141381;112878;159720;;89188;102600;101250;106045;;123662;139981;110677;179282;;212100;177667;0;194714;;0;0;0;0;;
2011000;"Powiat sokólski";165149;0;0;0;;0;0;0;0;;165149;0;0;0;;0;0;0;0;;0;0;0;0;;129048;140037;138512;168730;;101222;94500;97000;103875;;123375;152139;144172;182704;;160900;142136;143333;205182;;0;0;0;0;;
2012000;"Powiat suwalski";125788;0;0;0;;0;0;0;0;;125788;0;0;0;;0;0;0;0;;0;0;0;0;;109045;116455;113157;148148;;0;81750;0;0;;133750;105000;0;142108;;94929;154375;133775;143571;;0;0;0;0;;
2013000;"Powiat wysokomazowiecki";256550;282142;0;0;;0;0;0;0;;227091;219566;0;0;;283743;0;0;0;;0;0;0;0;;167630;188574;226389;247366;;70000;132750;118333;163333;;160000;195300;229579;254396;;245433;213625;283000;259000;;0;0;276000;0;;
2014000;"Powiat zambrowski";183104;217710;197974;246240;;125300;0;144750;161619;;170960;180135;195738;231704;;211225;224850;238300;301474;;0;404250;0;388847;;154591;174175;189019;207040;;91320;103784;102130;131043;;172804;192689;188382;233857;;184700;261598;294969;360400;;0;0;0;0;;
2061000;"Powiat m. Białystok";252537;275558;293749;322780;;172536;188524;208909;222536;;241847;267146;283156;309143;;321555;348442;372298;397596;;482213;462552;495392;595807;;224462;258828;287984;324696;;165396;187690;211098;236476;;224500;258802;294902;323442;;283324;330246;363349;418245;;399785;450874;533470;587424;;
2062000;"Powiat m. Łomża";214905;218004;266846;293825;;124584;130601;142187;172583;;189540;189962;213310;248425;;254480;266292;300663;353603;;345141;404839;514066;495677;;182579;209458;260696;278331;;115985;126169;178464;188323;;175538;210430;255261;263324;;228547;271691;327202;337012;;447500;334000;391250;476250;;
2063000;"Powiat m. Suwałki";210259;228021;235632;264828;;138466;149512;158927;181184;;194701;208649;219077;250069;;257107;276411;295509;318891;;313621;376789;370849;413963;;183427;202687;237980;283376;;127091;136101;160376;191580;;182763;203124;232872;268214;;213504;253160;288624;365809;;307403;317333;373025;457539;;
2200000;"POMORSKIE";333724;361066;390676;439905;;213662;232767;253450;277854;;300830;327159;341807;378808;;399036;433405;473437;504658;;605059;585831;668473;760000;;289172;316999;357138;410670;;188915;209605;231017;263766;;261505;293139;328825;363956;;348330;390392;436938;506296;;544553;569664;636569;755580;;
2201000;"Powiat bytowski";174616;0;216635;189004;;93925;0;118333;0;;163634;0;0;0;;233970;0;301228;0;;0;0;0;0;;152111;166463;178497;219707;;93234;114621;117877;122508;;150019;168525;191351;210619;;174664;194477;201602;261948;;203619;171390;235456;326966;;
2202000;"Powiat chojnicki";223434;231829;252178;277719;;154702;0;158607;195194;;202213;196505;229627;254690;;255586;266709;292426;317187;;385983;388722;396864;412815;;170110;170146;188864;218738;;111442;118336;121935;150919;;154103;167387;195148;204668;;191498;208430;228040;274363;;240021;213823;236448;320298;;
2203000;"Powiat człuchowski";0;0;216014;248576;;0;0;0;0;;0;0;172667;247928;;0;0;0;292833;;0;0;0;0;;107682;114427;145464;157466;;66033;77486;97017;106413;;111389;110496;143894;159283;;139289;130639;177990;177313;;132333;181467;169471;200927;;
2204000;"Powiat gdański";233939;293424;353613;337439;;167253;180642;195472;225750;;226530;256923;283040;296874;;298861;339572;367090;321039;;463808;496781;518824;539973;;262676;299777;325383;363393;;160698;203301;221218;245080;;234166;272916;308041;337997;;310105;342449;377520;415208;;425910;479720;488253;567421;;
2205000;"Powiat kartuski";257909;268182;313312;346614;;202535;0;173049;219674;;222449;237617;271090;272988;;254498;253339;323333;302038;;362685;420885;425921;475983;;262951;317672;362062;387909;;124503;149583;171485;179304;;166477;229614;242273;250589;;287602;333484;364503;419099;;415262;414275;439010;528865;;
2206000;"Powiat kościerski";215414;274330;267304;293195;;152531;0;197247;201329;;200235;233078;249661;295254;;263119;329333;349482;388919;;0;0;412000;0;;160259;175484;188171;231783;;96763;123111;118602;151095;;161135;186540;212523;248110;;177454;216084;201014;265891;;409800;206000;259533;239512;;
2207000;"Powiat kwidzyński";241044;273430;251633;254561;;167989;182775;159421;159164;;0;196338;229129;226245;;296796;318082;301858;320867;;0;372176;393540;463007;;141221;177443;178611;211004;;91079;109366;108768;141529;;132384;170248;183839;202140;;185224;217564;222342;247067;;200019;250540;260526;300661;;
2208000;"Powiat lęborski";214201;240237;222915;242349;;156391;212146;172581;195992;;184948;247956;229476;212496;;243508;221250;255857;278688;;294693;288944;497508;360600;;149333;170925;188528;211127;;93034;107260;106492;129185;;137510;166389;180397;195760;;190715;217439;241796;259131;;267070;288475;317318;328304;;
2209000;"Powiat malborski";203707;209489;230473;266184;;141786;149558;162182;162668;;193469;198929;227852;244101;;254246;264596;299169;336966;;395833;0;339073;437628;;143675;153622;179730;206504;;100673;111694;112275;146005;;140649;154451;198757;204598;;181578;190604;217073;269143;;223943;267386;232383;285242;;
2210000;"Powiat nowodworski";270073;307446;309001;318744;;193333;318189;266648;245525;;267980;293204;280638;274201;;285383;298174;416587;419081;;0;0;0;432125;;172884;160868;237963;261598;;174810;148532;223052;243269;;179659;177563;243296;265292;;168714;205667;277569;301663;;108600;183333;261429;293287;;
2211000;"Powiat pucki";299549;379175;427207;457276;;200460;243910;307800;300340;;255584;358148;398755;399149;;360910;418723;431799;546359;;473001;486550;548739;572314;;308953;332969;423832;415784;;213819;240092;267069;296630;;286287;291033;389676;373697;;362671;383371;498122;511529;;434114;525224;605348;575273;;
2212000;"Powiat słupski";246590;289550;287123;291758;;212072;274667;254683;275154;;267294;310810;282806;284413;;290375;256363;357226;294238;;289000;0;353020;339738;;184986;188622;228266;248199;;146049;145084;185219;168902;;179217;186041;235286;237502;;224396;235078;220001;301655;;244500;280255;347251;391606;;
2213000;"Powiat starogardzki";210893;234094;235126;244351;;131434;165487;150436;160835;;205928;215486;208720;229464;;269341;262363;292735;325539;;316214;440496;381333;393265;;147170;181778;202365;221616;;95176;104637;136833;134227;;162852;181657;192035;216823;;168907;244450;247719;256892;;248786;261523;335581;354076;;
2214000;"Powiat tczewski";209041;231857;246691;300257;;133430;134839;148131;200591;;206687;214376;248577;308538;;263533;284535;339917;359306;;338105;350085;383382;476845;;183923;198207;235159;263529;;117705;145848;145836;175854;;176369;207034;230638;258069;;259260;241079;302668;331289;;290610;275038;411397;465329;;
2215000;"Powiat wejherowski";250838;278591;292470;323479;;162540;161667;184827;199133;;241475;243634;264551;284996;;300788;319644;343062;376806;;369002;410181;414037;464522;;230918;249221;276521;310248;;165803;187352;197854;227005;;233096;250086;275265;312981;;298603;333432;344297;390158;;366485;346201;418726;475985;;
