"Kod";"Nazwa";"rynek pierwotny;ogółem;2018;[zł]";"rynek pierwotny;ogółem;2019;[zł]";"rynek pierwotny;ogółem;2020;[zł]";"rynek pierwotny;ogółem;2021;[zł]";"rynek pierwotny;ogółem;2022;[zł]";"rynek pierwotny;do 40 m2;2018;[zł]";"rynek pierwotny;do 40 m2;2019;[zł]";"rynek pierwotny;do 40 m2;2020;[zł]";"rynek pierwotny;do 40 m2;2021;[zł]";"rynek pierwotny;do 40 m2;2022;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2018;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2019;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2020;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2021;[zł]";"rynek pierwotny;od 40,1 do 60 m2;2022;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2018;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2019;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2020;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2021;[zł]";"rynek pierwotny;od 60,1 do 80 m2;2022;[zł]";"rynek pierwotny;od 80,1 m2;2018;[zł]";"rynek pierwotny;od 80,1 m2;2019;[zł]";"rynek pierwotny;od 80,1 m2;2020;[zł]";"rynek pierwotny;od 80,1 m2;2021;[zł]";"rynek pierwotny;od 80,1 m2;2022;[zł]";
1417000;"Powiat otwocki";23757320;38039240;45775702;101395310;;1940192;1194046;1050040;2721446;;8243775;8781515;7157990;11326490;;5248655;5462233;7815700;12227436;;8324698;22601446;29751972;75119938;;
1418000;"Powiat piaseczyński";20988594;293226158;596902258;609796461;;1530595;18237435;31166042;27264559;;4566256;61824069;177907331;135654722;;4803083;126115276;150742379;191607308;;10088660;87049378;237086506;255269872;;
1419000;"Powiat płocki";3362814;1792238;2300786;5379438;;0;0;0;0;;1172870;0;0;703720;;906240;0;813324;1686810;;1283704;1263000;1487462;2988908;;
1420000;"Powiat płoński";2292584;477948;10133181;12772169;;663306;0;829863;1164818;;1421346;0;2576099;7656267;;0;0;5241234;2744928;;0;0;1485985;1206156;;
1421000;"Powiat pruszkowski";170482461;136505729;252701530;397473212;;24562746;5230151;20264553;36918786;;58843005;42357080;88598883;126321827;;32110808;20327933;60341469;73040324;;54965902;68590565;83496625;161192275;;
1422000;"Powiat przasnyski";2476677;16888588;15535303;10781178;;0;0;1816167;777790;;1600725;7207883;9049327;4308674;;742427;9287687;3607389;3142674;;0;0;1062420;2552040;;
1423000;"Powiat przysuski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1424000;"Powiat pułtuski";9301832;10386170;5742473;659600;;747380;1210200;0;0;;5566652;7239470;3555807;0;;2987800;1936500;1880166;0;;0;0;0;0;;
1425000;"Powiat radomski";442628;0;0;809850;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1426000;"Powiat siedlecki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1427000;"Powiat sierpecki";25719960;1407803;7509742;0;;3013213;330798;0;0;;13805344;462378;5309405;0;;8901403;614627;2200337;0;;0;0;0;0;;
1428000;"Powiat sochaczewski";1315093;1925496;0;26358492;;626732;0;0;1665660;;0;613588;0;20162876;;0;809000;0;3879956;;0;0;0;0;;
1429000;"Powiat sokołowski";5137297;17586380;7752702;15343325;;633334;988429;577254;1446056;;3640955;9766884;4168512;8189053;;863008;5419957;3006936;5708216;;0;1411110;0;0;;
1430000;"Powiat szydłowiecki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1432000;"Powiat warszawski zachodni";217673055;239110043;199316227;322788936;;7689583;2794997;3677436;26996205;;63554442;32614239;37344420;87612941;;38489557;33349101;14264617;36406056;;107939473;170351706;144029754;171773734;;
1433000;"Powiat węgrowski";0;720165;2152107;0;;0;0;1495117;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1434000;"Powiat wołomiński";229234620;330227415;421762222;441404912;;4482357;7849329;8407694;15098522;;34031019;54898265;73345581;81787588;;90729904;102841339;105544576;89257259;;99991340;164638482;234464371;255261543;;
1435000;"Powiat wyszkowski";9406994;16122038;0;30867562;;531545;2696675;0;3549112;;3584944;9585163;0;11514081;;3799605;3840200;0;12465047;;1490900;0;0;3339322;;
1436000;"Powiat zwoleński";0;0;0;2640000;;0;0;0;0;;0;0;0;0;;0;0;0;2640000;;0;0;0;0;;
1437000;"Powiat żuromiński";1152426;909903;15033370;859359;;0;0;1609855;279362;;0;0;8178084;0;;0;0;2412425;0;;0;0;2833006;0;;
1438000;"Powiat żyrardowski";24086810;46052196;50445455;46564931;;1732333;5390991;5270075;7329030;;12666530;21178521;15127481;19667901;;7097301;16948114;18177244;13897100;;2590646;2534570;11870655;5670900;;
1461000;"Powiat m. Ostrołęka";5348411;41020091;45167645;18995676;;0;5231079;2639576;1884625;;3378136;20465926;20565105;9398166;;1628700;15323086;19807972;6712885;;0;0;2154992;0;;
1462000;"Powiat m. Płock";80894322;87908154;82296389;105703241;;13776607;16560869;8453606;19293967;;41447492;32947162;36814646;53572689;;23299195;33588324;30428777;24575545;;2371028;4811799;6599360;8261040;;
1463000;"Powiat m. Radom";81894534;79291321;93636826;95400658;;8559851;5538266;7119973;7814994;;40539335;29942782;43079835;34500734;;24161632;32035966;28892950;37270803;;8633716;11774307;14544068;15814127;;
1464000;"Powiat m. Siedlce";130295164;109573315;75202265;142121441;;13295633;15981574;10622661;19487231;;65143786;66856832;34440089;64154809;;44984649;20893406;25643507;51643049;;6871096;5841503;4496008;6836352;;
1465000;"Powiat m. st. Warszawa";3907705024;4319565959;5944564326;6081346444;;453976148;468601650;769101292;750856813;;1169533490;1376554656;1846094814;1642408867;;1052934287;1267943028;1774956844;1538342225;;1231261099;1206466625;1554411376;2149738539;;
1600000;"OPOLSKIE";191027588;207899436;373514860;291726880;;18939868;10230734;38342340;35855181;;73856323;87411257;157657986;83524278;;80472607;80836099;128026514;115432532;;17758790;29421346;49488020;56914889;;
1601000;"Powiat brzeski";15787569;18313193;20904796;24852146;;1961634;680448;3871597;4863780;;7628840;7307039;9227408;11303935;;5847095;9529837;6420586;8264431;;0;0;1385205;0;;
1602000;"Powiat głubczycki";0;0;14005235;0;;0;0;556890;0;;0;0;10181232;0;;0;0;2627113;0;;0;0;0;0;;
1603000;"Powiat kędzierzyńsko-kozielski";1375400;752000;806500;1426000;;0;0;301500;497500;;1288300;0;0;928500;;0;0;0;0;;0;0;0;0;;
1604000;"Powiat kluczborski";7192759;9612494;9431375;16829725;;515756;0;0;0;;2711609;2183584;4138443;4349994;;2681452;3878300;3457472;10986771;;1283942;3400110;1835460;1492960;;
1605000;"Powiat krapkowicki";3912451;1006000;0;3120000;;0;0;0;0;;3613451;0;0;0;;0;727000;0;2303420;;0;0;0;0;;
1606000;"Powiat namysłowski";18928285;11469549;19313335;9820627;;1256000;0;606890;1076800;;11141509;8159544;12778332;4940903;;5595776;3310005;4283113;2095400;;935000;0;1645000;1707524;;
1607000;"Powiat nyski";1239080;1418000;13569451;15668812;;0;720000;2489805;5646972;;854080;0;6153246;3693640;;0;0;4527400;5763200;;0;0;0;0;;
1608000;"Powiat oleski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1609000;"Powiat opolski";1401517;4805119;2532326;6627000;;0;0;0;0;;685700;1136650;1733826;770500;;0;1611294;0;2885000;;0;1853066;0;2751000;;
1610000;"Powiat prudnicki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1611000;"Powiat strzelecki";0;832677;0;1483674;;0;0;0;351000;;0;0;0;962674;;0;0;0;0;;0;0;0;0;;
1661000;"Powiat m. Opole";141060777;159690404;292303333;211898896;;14985948;8285677;30320658;23162049;;45803084;67843763;112806990;56574132;;65789284;60467663;106390830;82964310;;14482461;23093301;42784855;49198405;;
1800000;"PODKARPACKIE";504273406;878032764;804033157;1192148432;;70564425;139025715;133088334;185152313;;232239138;420758116;374766219;480909681;;164873957;256001809;226599738;349731384;;36595886;62247124;69578866;176355054;;
1801000;"Powiat bieszczadzki";0;0;0;9925183;;0;0;0;1922861;;0;0;0;2092879;;0;0;0;4565047;;0;0;0;1344396;;
1802000;"Powiat brzozowski";0;3573645;1920750;3797025;;0;0;0;0;;0;2604695;1491550;1358645;;0;968950;0;1859700;;0;0;0;0;;
1803000;"Powiat dębicki";6643324;6188846;3082955;48005114;;559033;527881;504109;11072097;;3979106;3935813;1832185;22303465;;1762029;1435152;746661;12324815;;0;0;0;2304737;;
1804000;"Powiat jarosławski";15606354;16065611;9277752;24729893;;1241279;336541;0;3870274;;5850596;11780720;6152124;14150279;;5779057;3178525;3021588;5606535;;2735422;769825;0;1102805;;
1805000;"Powiat jasielski";779676;0;0;1473576;;0;0;0;0;;0;0;0;895000;;0;0;0;0;;0;0;0;0;;
1806000;"Powiat kolbuszowski";10419851;3626150;2087000;3374708;;965724;0;0;0;;5443171;476900;1447000;0;;3317183;1017250;0;3189708;;0;2132000;0;0;;
1807000;"Powiat krośnieński";1109205;584000;0;475300;;524045;0;0;475300;;585160;0;0;0;;0;0;0;0;;0;0;0;0;;
1808000;"Powiat leżajski";0;0;0;1683273;;0;0;0;474673;;0;0;0;835720;;0;0;0;0;;0;0;0;0;;
1809000;"Powiat lubaczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1810000;"Powiat łańcucki";3832659;10366020;5789880;28259736;;634000;878641;625110;7443807;;1761659;7010913;2950477;17091747;;1084000;2085228;1491609;3172182;;0;0;0;0;;
1811000;"Powiat mielecki";9708400;9506013;20699496;24557754;;0;0;0;0;;0;1752781;10253883;7057889;;9708400;6880024;7795613;12264986;;0;0;2650000;4912879;;
1812000;"Powiat niżański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1813000;"Powiat przemyski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1814000;"Powiat przeworski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
1815000;"Powiat ropczycko-sędziszowski";7749996;5394726;7288400;8075256;;640178;0;0;725024;;4816586;3830784;4432650;5591698;;2293232;1157452;1948750;1758534;;0;0;0;0;;
1816000;"Powiat rzeszowski";43069232;58067640;60462424;40972146;;4982667;14328150;12940139;0;;19674136;23582776;30152489;22911935;;16403615;18103988;10323841;8843268;;2008814;2052726;7045955;9216943;;
1817000;"Powiat sanocki";533431;17458421;0;0;;0;957647;0;0;;0;9347359;0;0;;0;6266224;0;0;;0;887191;0;0;;
1818000;"Powiat stalowowolski";2805567;0;0;0;;381176;0;0;0;;0;0;0;0;;2424391;0;0;0;;0;0;0;0;;
1819000;"Powiat strzyżowski";5236067;0;0;5013921;;0;0;0;584182;;3672735;0;0;2983325;;1414648;0;0;1446414;;0;0;0;0;;
1820000;"Powiat tarnobrzeski";3212140;4218573;4998501;2824130;;0;0;0;0;;1191469;1659328;983641;718865;;1660671;1704245;2456650;0;;0;855000;1558210;1368900;;
1821000;"Powiat leski";0;5440100;853241;0;;0;688693;0;0;;0;1771848;0;0;;0;2104371;687241;0;;0;875188;0;0;;
1861000;"Powiat m. Krosno";1646932;18526206;11721890;8914246;;0;2460625;444000;2841103;;1326932;8219871;5987110;4518565;;0;7845710;4825106;1554578;;0;0;0;0;;
1862000;"Powiat m. Przemyśl";14614134;22354605;40885126;26555647;;1666333;2398241;3494772;1213081;;6824499;7969600;22450863;14701385;;5369028;9696086;11902125;7487593;;0;2290678;3037366;3153588;;
1863000;"Powiat m. Rzeszów";365610669;691169953;634063454;942045786;;58523875;115347377;114728164;153384731;;173184073;334867849;285563959;359454141;;105283274;190684524;180971354;279058904;;28619447;50270203;52799977;150148010;;
1864000;"Powiat m. Tarnobrzeg";11272890;5218125;0;10366294;;0;554846;0;0;;3197854;1338749;0;4059143;;7583036;2624080;0;4965331;;0;0;0;1153620;;
2000000;"PODLASKIE";589404257;756241675;851024416;1235933155;;67580031;110321067;117226558;155967955;;296968715;360823032;390082997;571983916;;183434994;221242402;291774941;428125086;;41420517;63855174;51939920;79856198;;
2001000;"Powiat augustowski";3706950;31567442;0;21417594;;0;2949519;0;969695;;0;16460587;0;8409321;;2739150;9731164;0;8242809;;0;2426172;0;3795769;;
2002000;"Powiat białostocki";45074317;34352100;58391532;95427341;;2866011;2544102;2425112;4432360;;22228799;18557465;21645937;36222609;;17171692;10768853;29150988;45358369;;2807815;2481680;5169495;9414003;;
2003000;"Powiat bielski";10815487;6131159;5244184;2183964;;0;0;577683;0;;7354343;4816209;2970244;0;;3461144;1105797;1696257;1881539;;0;0;0;0;;
2004000;"Powiat grajewski";16091957;11186467;15539633;7358949;;1267901;0;0;0;;6272286;7394309;5814547;0;;6711609;3792158;7526049;7035809;;1840161;0;2015629;0;;
2005000;"Powiat hajnowski";0;5706018;12369272;0;;0;2417280;2052071;0;;0;2228864;8110079;0;;0;0;2207122;0;;0;0;0;0;;
2006000;"Powiat kolneński";3373399;11227798;828198;4341096;;0;422083;0;0;;2193996;5785980;0;2954096;;0;5019735;0;0;;0;0;0;0;;
2007000;"Powiat łomżyński";0;0;2862271;931278;;0;0;0;0;;0;0;0;0;;0;0;1748829;0;;0;0;1113442;931278;;
2008000;"Powiat moniecki";0;6680165;21800610;2227565;;0;1615255;1409496;582603;;0;0;14764815;1357652;;0;5064910;5286299;0;;0;0;0;0;;
2009000;"Powiat sejneński";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2010000;"Powiat siemiatycki";4647080;0;0;13394043;;338000;0;0;2335122;;1068000;0;0;7014902;;3241080;0;0;4044019;;0;0;0;0;;
2011000;"Powiat sokólski";660597;0;0;0;;0;0;0;0;;660597;0;0;0;;0;0;0;0;;0;0;0;0;;
2012000;"Powiat suwalski";503153;0;0;0;;0;0;0;0;;503153;0;0;0;;0;0;0;0;;0;0;0;0;;
2013000;"Powiat wysokomazowiecki";12827491;1692849;0;0;;0;0;0;0;;5450174;878265;0;0;;7377317;0;0;0;;0;0;0;0;;
2014000;"Powiat zambrowski";4943800;6749000;4553400;46293069;;375900;0;579000;4040463;;2564400;3062300;2544600;26645994;;1689800;1798800;1429800;10551604;;0;1617000;0;5055008;;
2061000;"Powiat m. Białystok";368955829;537062956;560472586;881189207;;51588209;88794593;92964636;129738421;;200007159;259398628;270130372;416725368;;88427703;139376652;165672489;283486005;;28932758;49493083;31705089;51239413;;
2062000;"Powiat m. Łomża";51362267;26814511;63776176;67579706;;2865435;1828411;3270293;5177496;;21797126;11777651;18131377;24345660;;22903160;11184256;35177584;31117071;;3796546;2024193;7196922;6939479;;
2063000;"Powiat m. Suwałki";66441930;77071210;104149554;93219343;;7754075;9269771;13349859;8153290;;26868682;30462774;45349026;48013314;;29310203;32063619;41371326;35396887;;2508970;5275046;4079343;1655852;;
2200000;"POMORSKIE";3941619064;3995200142;4297827555;5542796831;;503601331;533269030;538835125;623503338;;1664491308;1597519241;1749366515;2172086886;;1159996507;1180160922;1218153700;1512965992;;613529918;684250949;791472215;1234240615;;
2201000;"Powiat bytowski";11699303;0;1733080;945022;;469624;0;355000;0;;7854434;0;0;0;;3041607;0;903684;0;;0;0;0;0;;
2202000;"Powiat chojnicki";33068177;39179119;44887754;45545950;;4022261;0;1268856;1951941;;12537188;20436568;25718252;27251797;;13034883;13868886;14328866;10149984;;3473845;4664665;3571780;6192228;;
2203000;"Powiat człuchowski";0;0;1080071;11185901;;0;0;0;0;;0;0;518000;10165038;;0;0;0;878500;;0;0;0;0;;
2204000;"Powiat gdański";194403206;157275061;105022916;298633881;;40977034;14993257;7623423;26186981;;91744754;64230629;30285325;92030952;;40346263;49237892;27164688;98880091;;21335155;28813283;39949480;81535857;;
2205000;"Powiat kartuski";128954446;124704422;85220835;100171345;;3038032;0;5364527;6150858;;15793859;20435031;19247366;12557462;;94164403;83095129;37183285;36244597;;15958152;21044262;23425657;45218428;;
2206000;"Powiat kościerski";14432725;3840623;31809123;13486983;;1372780;0;1775222;805315;;7008217;1864623;21970195;11514911;;6051728;1976000;5591706;1166757;;0;0;2472000;0;;
2207000;"Powiat kwidzyński";4820885;5468605;20382271;9927869;;839946;731101;1753633;636655;;0;1178026;10769085;5656125;;3264752;954247;3924155;2246069;;0;2605231;3935398;1389020;;
2208000;"Powiat lęborski";23347886;18978721;26972702;19387883;;4378949;5091493;7593569;5095804;;6103296;9670284;13309593;6374884;;6087711;1327500;3582000;2508195;;6777930;2889444;2487540;5409000;;
2209000;"Powiat malborski";26278168;26814648;33188074;24755127;;3544654;4038067;5351992;1464011;;13155886;12532518;17544634;16354748;;8390128;9790063;9274228;1684832;;1187500;0;1017220;5251536;;
2210000;"Powiat nowodworski";8642350;11990383;39861108;23587068;;580000;4136460;7999441;3682871;;5627580;5277677;19364050;9322828;;1997679;2087220;12497617;7124369;;0;0;0;3457000;;
2211000;"Powiat pucki";153668587;189208427;256751582;289912723;;26861686;26098318;33242405;32136412;;46516205;53005945;80548556;90207677;;41504609;53177850;61747242;98890941;;38786087;56926314;81213379;68677693;;
2212000;"Powiat słupski";21699895;8976056;43355519;54850564;;8482888;824000;7385798;1650926;;8286126;4972960;28846233;27303650;;3774881;2819996;5358388;21479388;;1156000;0;1765100;4416600;;
2213000;"Powiat starogardzki";36484462;35816384;54078888;61576474;;3285839;2647798;3008717;3377539;;22858025;17669845;26507382;42221354;;7810883;12855767;23418789;12044936;;2529715;2642974;1144000;3932645;;
2214000;"Powiat tczewski";59994862;40575044;66606702;86173662;;7472075;3505804;9480375;15244913;;33896651;19079430;36043699;38258677;;14230775;13088618;18015576;26947932;;4395361;4901192;3067052;5722140;;
2215000;"Powiat wejherowski";206439367;299763645;384013004;613640540;;31370315;31040043;34562673;60337418;;87896962;106467949;171957901;253646833;;48426835;74477012;94684997;117563570;;38745255;87778641;82807433;182092719;;
2216000;"Powiat sztumski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2261000;"Powiat m. Gdańsk";2261988077;2421515344;2163496800;2673612279;;335032838;403682236;352850587;343212230;;1051465515;1052359253;886973924;1109359455;;634855974;686306790;616343507;787149324;;240633750;279167065;307328782;433891270;;
2262000;"Powiat m. Gdynia";576628515;509939225;733909789;993773754;;21517386;28539035;35572865;105025354;;196208201;172555651;265420545;321358463;;182092976;158073645;231000755;228522992;;176809952;150770894;201915624;338866945;;
2263000;"Powiat m. Słupsk";90251641;86794546;122846457;122361976;;6653385;7102418;17011175;13623024;;32174633;32099561;57582581;55567489;;23760563;14118501;28248280;28086889;;27663060;33474066;20004421;25084574;;
2264000;"Powiat m. Sopot";88406512;13990889;82610880;98762830;;3591639;0;6634867;2566723;;24777589;3314291;36284798;42534543;;27159857;0;24323866;30558604;;32877427;7270792;15367349;23102960;;
2400000;"ŚLĄSKIE";598123399;802870823;1019669589;1407373556;;54790670;81958473;129197234;189567778;;240400268;287319953;438659392;556355032;;192365692;275963909;300781980;427939347;;110566769;157628488;151030983;233511399;;
2401000;"Powiat będziński";16378876;29933301;17477821;21699926;;1541450;3448403;795500;843261;;4678795;23774597;10196807;14458598;;4190083;1486301;4880514;3909238;;5968548;1224000;1605000;2488829;;
2402000;"Powiat bielski";13697805;5133613;24016301;101407709;;2495539;745758;4759490;18590447;;8341242;2784524;8977748;45541165;;2171341;1603331;3980480;20016525;;0;0;6298583;17259572;;
2403000;"Powiat cieszyński";9855865;30754951;11449786;17066151;;1599168;6676975;2475132;2689630;;5730997;14424833;8161790;8519569;;2525700;7521501;0;5559952;;0;2131642;0;0;;
2404000;"Powiat częstochowski";0;0;787360;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2405000;"Powiat gliwicki";9756499;22325629;13569424;35736979;;360000;404348;682900;515000;;0;1397586;5752963;18969767;;4969999;17404654;4468561;14145212;;4426500;3119041;2665000;2107000;;
2406000;"Powiat kłobucki";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2407000;"Powiat lubliniecki";3770000;0;0;3157375;;0;0;0;0;;600000;0;0;0;;1440000;0;0;1005070;;1730000;0;0;2019375;;
2408000;"Powiat mikołowski";7981494;10910027;23858729;43910043;;325772;363900;2650805;9223366;;1997602;4433027;11960351;18537770;;4394620;3018500;7413602;12567907;;1263500;3094600;1833971;3581000;;
2409000;"Powiat myszkowski";7678519;2057987;3586317;5039762;;0;461242;649356;3682600;;2916837;1076495;1845958;1167162;;4320312;0;1091003;0;;0;0;0;0;;
2410000;"Powiat pszczyński";8574020;11368246;3265657;14742889;;1688810;2023636;0;435901;;5417490;5275531;1840657;5703245;;1467720;3739079;1210000;6928600;;0;0;0;1675143;;
2411000;"Powiat raciborski";747256;3705500;5854155;11317115;;0;2306200;2435187;4529866;;578610;915300;3103968;4548809;;0;484000;0;0;;0;0;0;1768440;;
2412000;"Powiat rybnicki";0;2889450;1662190;0;;0;223000;0;0;;0;1879850;1171900;0;;0;0;0;0;;0;0;0;0;;
2413000;"Powiat tarnogórski";19086927;30029353;38204906;26671242;;1642327;4352488;755310;435630;;8956245;13975709;5564672;3413194;;3834592;4945402;16596753;9672679;;4653763;6755754;15288171;13149739;;
2414000;"Powiat bieruńsko-lędziński";1128058;400140;765000;695000;;639158;400140;0;416000;;488900;0;0;0;;0;0;0;0;;0;0;0;0;;
2415000;"Powiat wodzisławski";0;234000;2111804;1883000;;0;234000;0;383000;;0;0;0;837000;;0;0;1432989;663000;;0;0;0;0;;
2416000;"Powiat zawierciański";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2417000;"Powiat żywiecki";4655566;0;0;1122500;;495683;0;0;0;;3230103;0;0;772500;;929780;0;0;0;;0;0;0;0;;
2461000;"Powiat m. Bielsko-Biała";40998114;75018610;56783167;92296106;;3428428;3615627;6461511;8990286;;19211691;31673077;27000149;41785702;;10696664;24845843;17241066;27269963;;7661331;14884063;6080441;14250155;;
2462000;"Powiat m. Bytom";6739869;10552805;7932273;24875813;;1290331;2235493;2450127;5786334;;2488284;6613845;3210986;8216669;;2215343;1443467;947000;4815410;;0;0;1324160;6057400;;
2463000;"Powiat m. Chorzów";34181270;46605877;65128021;35378009;;1512994;1741548;1620300;4493405;;10809167;19759709;27582842;12928217;;14260454;19293058;23580865;14424847;;7598655;5811562;12344014;3531540;;
2464000;"Powiat m. Częstochowa";34965139;62698686;106527459;78541362;;2811993;4374799;11921558;8626804;;14667487;16491372;39056943;30983558;;13311940;20799619;41374095;30395944;;4173719;21032896;14174863;8535056;;
2465000;"Powiat m. Dąbrowa Górnicza";10017872;16760595;32835345;50353652;;0;971677;3015071;4382355;;748745;2563730;15810356;19324793;;3385250;7747389;8435667;11855444;;5751877;5477799;5574251;14791060;;
2466000;"Powiat m. Gliwice";126566666;145997189;210338239;243198400;;9898357;6451922;16071011;34242133;;47272078;45576333;76463130;106981213;;41038105;62097671;77333553;54513507;;28358126;31871263;40470545;47461547;;
2467000;"Powiat m. Jastrzębie-Zdrój";0;997000;0;4311752;;0;308000;0;0;;0;0;0;835000;;0;0;0;0;;0;0;0;3235752;;
2468000;"Powiat m. Jaworzno";3531042;4446800;2498838;9296745;;539077;986100;0;1113600;;781915;1618800;1186500;2712975;;2210050;1841900;932438;4600170;;0;0;0;0;;
2469000;"Powiat m. Katowice";43307943;60613126;35840841;37808984;;6804168;8445713;7509770;10910990;;17339234;18592663;15104838;15044813;;10453187;12136951;4343500;5929181;;8711354;21437799;8882733;5924000;;
2470000;"Powiat m. Mysłowice";17250577;39144779;21093400;11656496;;525500;1192607;735016;897000;;5573779;8333372;8492198;4731876;;6738351;19759980;8775243;2188910;;4412947;9858820;3090943;3838710;;
2471000;"Powiat m. Piekary Śląskie";10772457;1689415;4382952;17036247;;454474;278187;295215;362090;;3096353;797930;2089324;8769314;;6467655;613298;1998413;5934421;;0;0;0;1970422;;
2472000;"Powiat m. Ruda Śląska";5919136;11479808;15387059;22346040;;1374620;2114414;2532278;4617240;;2574346;3282872;5147141;9809942;;1510170;2090110;5942310;4450607;;0;3992412;1765330;3468251;;
2473000;"Powiat m. Rybnik";19091363;14043254;16372387;67325887;;268000;1272614;764120;6347240;;4946627;5869565;5098645;22018242;;8965736;5582899;6180622;25792723;;4911000;1318176;4329000;13167682;;
2474000;"Powiat m. Siemianowice Śląskie";16113746;31879757;14492403;50404967;;4244969;2103888;1971269;4683458;;3527910;10736451;5045980;22035009;;5675631;14201001;4882454;19250734;;2665236;4838417;2592700;4435766;;
2475000;"Powiat m. Sosnowiec";10743726;21380440;61183342;107839861;;1569796;5907217;11863704;24551859;;2608979;9390828;39816631;42379867;;3859190;6082395;7612025;34599302;;2705761;0;1890982;6308833;;
2476000;"Powiat m. Świętochłowice";1975167;627500;19820954;39455476;;395000;263500;0;1543640;;767167;0;14338594;11154842;;0;0;4937360;20525794;;0;0;0;6231200;;
2477000;"Powiat m. Tychy";82678602;59055818;153144726;111966946;;7087897;14996480;38387943;11259851;;49486910;23903849;79241057;46019455;;18299380;11730285;23479606;27840979;;7804415;8425204;12036120;26846661;;
2478000;"Powiat m. Zabrze";19930125;45272875;41996369;76947016;;1031529;2838697;5969430;6924468;;8080957;11062705;12774204;17561205;;7871639;23709425;17512159;39464871;;2946000;7662048;5740576;12996472;;
2479000;"Powiat m. Żory";9291532;4544292;6488364;41199731;;0;0;1000226;7716394;;3023818;623400;1645700;10314561;;4768800;0;2858838;17923982;;1155852;3058992;0;5244794;;
2600000;"ŚWIĘTOKRZYSKIE";204725132;240406287;426862419;426603738;;29039263;23538317;47461280;49532587;;85771783;97723118;158757061;172881883;;65434327;76234962;156273985;138003467;;24479759;42909890;64370093;66185801;;
2601000;"Powiat buski";2254971;3397080;4246591;12836791;;0;0;791923;2706606;;0;1043664;1277380;6823717;;658800;1265738;1274751;2737274;;1436171;0;0;0;;
2602000;"Powiat jędrzejowski";872500;0;3190598;1722748;;0;0;0;701500;;582500;0;0;1021248;;0;0;2425298;0;;0;0;0;0;;
2603000;"Powiat kazimierski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2604000;"Powiat kielecki";0;12255824;7754956;31373429;;0;0;0;4332326;;0;4290814;2509600;15583782;;0;6377010;3937356;7677199;;0;1588000;1308000;3780122;;
2605000;"Powiat konecki";1218000;940000;2467600;0;;852000;0;1119600;0;;0;820000;1348000;0;;0;0;0;0;;0;0;0;0;;
2606000;"Powiat opatowski";4063482;709974;2169247;4715403;;482696;0;0;0;;2482338;587680;1875710;2213050;;747088;0;0;1595848;;0;0;0;0;;
2607000;"Powiat ostrowiecki";0;0;0;8306212;;0;0;0;606500;;0;0;0;3193165;;0;0;0;3635547;;0;0;0;0;;
2608000;"Powiat pińczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
2609000;"Powiat sandomierski";0;0;0;2238373;;0;0;0;0;;0;0;0;828038;;0;0;0;0;;0;0;0;0;;
2610000;"Powiat skarżyski";348000;1639637;495000;0;;0;0;0;0;;348000;0;0;0;;0;0;0;0;;0;1169353;0;0;;
2611000;"Powiat starachowicki";2963943;0;0;3432985;;0;0;0;342375;;1786257;0;0;897480;;986686;0;0;2193130;;0;0;0;0;;
2612000;"Powiat staszowski";0;0;5818485;8715442;;0;0;682427;705681;;0;0;2055672;4665618;;0;0;3080386;2148143;;0;0;0;1196000;;
2613000;"Powiat włoszczowski";0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;
